DateTime,AddedIPs,RemovedIPs
1508215349,24,66
1508216187,25,0
1508217048,36,42
1508218522,53,45
1508219395,34,25
1508220870,46,39
1508222542,62,59
1508223652,55,30
1508224470,26,1
1508225436,40,35
1508227826,0,7779
1508229790,7760,0
1508230615,28,1
1508231431,32,53
1508232530,62,0
1508233531,87,85
1508234181,46,0
1508235331,74,53
1508236225,75,53
1508236953,73,0
1508238864,199,111
1508239703,51,0
1508240549,58,126
1508241720,176,68
1508242823,78,1
1508243705,55,53
1508244148,37,27
1508245080,114,2
1508246136,114,57
1508246891,0,8429
1508247761,8476,0
1508248673,120,0
1508249726,137,63
1508250581,0,8670
1508251531,8788,0
1508252181,117,0
1508253031,82,42
1508255130,237,71
1508256115,95,56
1508256929,63,2
1508257831,78,85
1508258730,134,29
1508259806,0,9309
1508260833,9405,0
1508261300,57,1
1508262330,103,54
1508263837,116,42
1508265030,170,99
1508267429,151,83
1508268500,60,0
1508269529,75,55
1508270450,79,56
1508271261,55,1
1508272105,45,1
1508273133,51,60
1508274636,49,47
1508276733,58,62
1508277884,42,39
1508278839,32,0
1508280150,46,71
1508281804,73,25
1508283029,95,52
1508283932,50,13
1508284592,47,0
1508285439,74,27
1508286506,118,1
1508287532,74,136
1508289031,194,32
1508290104,106,0
1508291162,90,69
1508293521,231,27
1508294723,147,69
1508296232,130,52
1508297079,76,1
1508298029,105,78
1508298150,7,0
1508299833,135,45
1508301103,144,74
1508301743,49,15
1508302587,77,1
1508303433,92,19
1508304328,45,1
1508305233,41,45
1508306114,53,0
1508307033,83,37
1508308232,55,45
1508309129,69,15
1508310238,0,11504
1508311233,11623,0
1508312196,95,28
1508313393,79,19
1508314244,96,37
1508315305,106,0
1508316121,62,236
1508316930,63,0
1508317837,149,34
1508319028,248,50
1508319759,75,11
1508320670,176,3
1508321685,111,61
1508322634,120,62
1508323532,162,0
1508324336,99,63
1508325331,159,3
1508326103,72,0
1508326959,121,50
1508328055,164,61
1508328934,104,1
1508329827,135,72
1508330686,109,25
1508331532,138,25
1508332527,126,5
1508333345,142,1
1508334182,90,91
1508334982,73,1
1508335833,94,68
1508336704,76,2
1508337633,87,93
1508338529,0,13852
1508339369,13912,0
1508340921,169,85
1508342250,138,29
1508343330,121,63
1508344227,114,91
1508345128,107,32
1508345959,131,68
1508346931,99,6
1508347822,164,77
1508348726,83,26
1508350091,186,50
1508350467,32,2
1508351419,91,99
1508352981,158,33
1508353830,125,83
1508354902,97,1
1508355749,0,14982
1508356588,14969,0
1508357432,63,70
1508358901,124,130
1508360131,119,44
1508361030,63,67
1508361921,107,1
1508362820,86,97
1508364066,83,72
1508364930,97,0
1508365833,51,108
1508366546,41,53
1508367842,93,58
1508368834,54,1
1508370033,100,105
1508371832,109,57
1508372902,94,2
1508373750,39,140
1508375304,73,62
1508376632,69,46
1508377347,39,18
1508378737,87,50
1508379632,54,1
1508380117,41,0
1508380954,83,83
1508381781,69,0
1508382635,56,45
1508384728,152,90
1508385690,58,40
1508386463,38,2
1508387295,43,2
1508388331,72,91
1508389362,64,24
1508390427,53,0
1508390902,31,0
1508391932,77,78
1508393672,101,56
1508394526,61,1
1508395353,38,71
1508397036,248,23
1508399126,376,50
1508400635,243,36
1508401572,242,1
1508402440,149,84
1508404066,288,44
1508404988,161,0
1508405880,139,69
1508406143,57,30
1508407318,187,77
1508408070,132,0
1508408901,241,4
1508409929,286,63
1508410590,156,3
1508411434,189,116
1508412387,157,2
1508413235,195,110
1508414796,271,112
1508415629,134,0
1508416779,196,110
1508417783,73,1
1508418642,80,105
1508419562,90,1
1508420435,47,89
1508421383,94,1
1508422251,103,133
1508423301,179,0
1508424202,50,124
1508426063,101,75
1508427744,104,80
1508429670,92,127
1508430633,63,88
1508431355,31,37
1508432668,19,51
1508433629,25,1
1508434521,39,142
1508435422,21,2
1508436634,23,93
1508438545,50,89
1508439666,72,72
1508440532,97,0
1508441434,74,72
1508442328,65,1
1508443806,143,74
1508444913,45,2
1508446528,60,54
1508447432,29,41
1508449349,125,45
1508451261,104,84
1508452108,32,0
1508453135,48,98
1508454640,76,67
1508456554,68,125
1508458457,0,19347
1508460035,19279,0
1508460917,0,19279
1508461743,19265,0
1508462065,11,1
1508463032,27,123
1508463744,53,56
1508465431,118,82
1508466506,63,1
1508467524,53,167
1508468668,70,74
1508469629,54,1
1508470104,22,0
1508471132,63,180
1508472627,82,87
1508473683,55,0
1508474727,134,120
1508475712,66,87
1508476461,31,0
1508477724,71,73
1508479837,131,119
1508480063,15,0
1508481410,89,89
1508482588,59,83
1508483433,41,82
1508485518,0,19148
1508488101,18982,0
1508489138,36,378
1508490243,22,186
1508491226,56,2
1508492426,28,309
1508493329,39,0
1508494125,156,164
1508494468,42,0
1508495277,73,0
1508496148,63,234
1508497270,80,274
1508498130,63,1
1508499023,91,235
1508499926,92,76
1508500937,46,190
1508501662,15,0
1508502633,22,279
1508503528,22,1
1508504462,16,222
1508505277,14,0
1508506233,26,200
1508506952,18,34
1508508583,40,98
1508509735,21,0
1508510722,20,241
1508511775,22,156
1508512832,22,0
1508513942,30,255
1508515840,40,202
1508516068,6,0
1508517328,33,259
1508518221,21,72
1508519662,26,208
1508520470,10,1
1508521309,13,308
1508522343,13,151
1508523271,18,18
1508525218,41,359
1508526109,0,15265
1508526928,15153,0
1508527834,17,189
1508528554,8,126
1508529381,16,0
1508530233,14,117
1508531191,25,0
1508532153,20,303
1508532986,18,0
1508533833,11,120
1508534817,21,0
1508537431,48,433
1508538501,23,0
1508539350,15,272
1508540379,27,96
1508541331,20,11
1508542232,18,187
1508543129,12,44
1508544639,21,80
1508545840,26,153
1508546730,22,39
1508548467,32,140
1508549400,16,175
1508550155,9,68
1508551152,16,141
1508552132,27,10
1508553328,27,133
1508554580,23,70
1508555432,23,84
1508556629,30,118
1508558269,46,56
1508559275,20,103
1508560108,31,0
1508561131,21,221
1508561780,0,12367
1508562638,12311,0
1508564388,44,220
1508566232,38,162
1508567578,24,336
1508568935,24,133
1508569837,17,284
1508571005,0,11323
1508571935,10790,0
1508572590,11,0
1508573449,18,319
1508575526,33,474
1508576634,18,244
1508577628,37,1
1508578680,24,459
1508578944,5,234
1508580632,51,348
1508581521,20,0
1508582333,21,390
1508584231,50,391
1508585125,10,0
1508586032,23,288
1508586876,12,0
1508587832,19,193
1508589026,32,177
1508590376,57,31
